package,app,category,description,downloads,price,num_ratings,rating
com.rainbow.FMajAD,"Girl Mahjong","Cards & Casino","Girl mahjong is a Mahjong Game of four systems, horizontal screen operation, clear brand characters, is designed specifically for touch mobile Mahjong game. Friends who like to play mahjong, which is a good game.","10,000 - 50,000",0,50,3.3
com.rainy.fretsplayer,"Guitar Hero ?? Player","Arcade & Action","!!!!!PLEASE READ THIS !!!!!! This is an ad-enabled version. For full version, please visit this website: http://www.handster.com/guitar_hero_player.html?dm=1?lti=1 With this application you can play Frets On Fire or Guitar Hero on your PC, and you can control the game with your phone (you hold your phone like a guitar) Here's a video of it: http://www.youtube.com/watch?v=M1CYbHf2-XI IN ORDER TO PLAY THIS GAME, YOU HAVE TO DOWNLOAD THE SERVER APP OF THIS PROGRAM HERE: http://classofmz.hu/fretsonfire You can also play this game in multiplayer mode with your friends, if you have more than one phone. If your phone can't see the server on the network, make sure that the phone and PC are on the same WiFi network, and try to turn off your firewalls. Also, if you have issues with the connection, i.e. some presses do not appear on the PC, please notice that this app needs a decent signal to the WiFi router otherwise some data could be lost on the network.","100,000 - 500,000",0,228,3.5
com.rao.flyfish.touchbeauty,"Touch Beauty",Casual,"play with the beauty on the bed","50,000 - 100,000",0,9,2.8
com.raz.ptc,"Phone To Computer","Media & Video","In order for your computer to receive data you must first install software from the following web page: https://sites.google.com/site/razsapps/ If you have any issues please e-mail me first. I do respond to e-mails. It is hard for me to catch all the errors. I will gladly try to walk you through any errors you do come across and attempt to fix them for the next release. Phone To Computer is an application that will allow your phone and your computer to interact by your phone controlling/sending/obtaining data from your computer (Your computer must have an internet connection for this to work). This software will allow you to open up web pages directly from your phone, send pictures, videos, documents, and other files from your phone to your computer over the internet (wireless or your data plan). Not only is it a remote control but it is the reverse of Chrome To Phone! It allows to you to control your computer the following ways: Move your mouse, click or type messages, or execute special combinations(macros) on your computer directly from your phone Take a snapshot of what's currently on your computer's main screen. View a file browser for your computer right on your phone. This will allow you to open a file on your computer from your phone, view properties of the files, delete a file on your computer from your phone, download a file from your computer to your phone, or open images from your computer on your phone. If you have the barcode scanning app installed on your phone you can use your phone to scan barcodes onto your computer. Just scan the barcode with the camera and then it will write the text out and then press tab. The server web page also contains youtube video tutorials on how to setup the application as well as use it. If you have any questions or comments you can e-mail me at razs.apps@gmail.com (You can easily send an e-mail by opening the app and selection menu -> Contact Developer). To see more of what is available on a given screen press menu on your phone and select 'Help'. Security: Please never hand out your password or computer software generated bar code to anyone who you do not want accessing your computer.","10,000 - 50,000",0,58,4.2
com.razur.devotionallite,"Jesus Calling Lite","Books & Reference","This Lite version contains all of the features of the full version with a week's worth of devotionals. Over 1 million people have had their lives impacted by the encouraging words of Sarah Young in the best selling, 365 day devotional, Jesus Calling. The Jesus Calling App is the mobile version of the time-tested classic packed with digital features that make this devotional more accessible than ever: -Full devotional text and fully written-out Scriptures -Search by keyword, date, topic, and verse -Share excerpts on social media sites -Keep customizable notes for each devotional -View media -Shop for other products by Sarah Young After many years of writing in her prayer journal, missionary Sarah Young decided to listen to God with pen in hand, writing down whatever she believed He was saying to her. It was awkward at first, but gradually her journaling changed from monologue to dialogue. She knew her writings were not inspired as Scripture is, but journaling helped her grow closer to God. Others were blessed as she shared her writings, until people all over the world were using her messages. They are written from Jesus??? point of view, thus the title Jesus Calling. It is Sarah???s fervent prayer that our Savior may bless readers with His presence and His peace in ever-deeper measure. Now these powerful thoughts and insights come to life in this feature-packed interactive app aimed to draw you even further into His peace. Come. Jesus is calling you.","10,000 - 50,000",0,29,4.8
com.razur.livelovedlite,"Live Loved by Max Lucado Lite","Books & Reference","This Lite version contains all of the features of the full version with a week's worth of devotionals. Max Lucado has impacted millions with a message of God???s vast, amazing love. Now these powerful stories, devotionals, encouragement, and prayers come to life in an interactive app. The Live Loved App is the mobile version of the devotional packed with digital features: -Full devotional text and fully written-out Scriptures and prayers -Search by keyword, date, topic, and verse -Share excerpts on social media sites -Keep customizable notes for each devotional -View media -Shop for other products by Max Lucado Using the same popular format as Grace for the Moment, Live Loved brings fresh, new devotionals based on the writings of Max Lucado. Included is a broad range of topics such as facing your fears, accepting His grace, and truly knowing God's omnipresent love. Each devotional is accompanied by an ending prayer to nurture a stronger prayer life for new believers, as well as for seasoned Christians. It's a new devotional from one of America's leading Christian writers that will help men and women experience life from a whole new perspective???the perspective of living each day in the presence of God???s awesome love.","5,000 - 10,000",0,12,4.5
com.rba.mplayer,"Music Player","Music & Audio","Music Player is simply the most advanced media player around! ??? Artist infomation (top music, similar) ??? Widget control ??? Lyric search,share and send to friends ??? MP3 Tag edit (Long press on song) ??? Auto download album pic You can buy Music Player Pro to donate.","500,000 - 1,000,000",0,1097,4
com.reactor.game.torus,"Torus 3D",Casual,"A Tetris clone played on a ring-like 3D surface. As far as Tetris goes, most variations look quite similar. You're usually looking at a wall of bricks directly from the front. Torus 3D takes that notion and throws it away; as you might have guessed from the name (or screenshot), this Tetris clone is played on a ring-like 3D surface. IMPORTANT: This game can be installed to SD Card. If you want more phone memory space, please move this game to SD Card. Key features: ??? 3D effect Tetris-like game ??? Three game modes ??? Time attack game mode is available ??? Garbage game mode is available ??? Can be installed to SD Card ??? Gesture control ??? Scores can be shared to facebook ??? 100% Free How to Play: You rotate the ring itself with gesture or the keypad, while a Tetris-like piece slowly descends from the top. As soon as you make a solid line, it disappears. Tips: Not all pieces are Tetris-like; some of them wouldn't really work with a regular Tetris game but are a good fit for Torus' 3D format.","100,000 - 500,000",0,260,3.5
com.reactor.livewallpaper.easter,"Jesus Easter Live Wallpaper",Personalization,"A beautiful live wallpaper featuring sun light falling over Jesus. Jesus Easter is a beautiful live wallpaper featuring sun light falling over Jesus. White pigeons fly around Jesus. IMPORTANT: Jesus Easter Live Wallpaper can be installed to SD Card. If you want more phone storage space, please move it to SD Card. ??? Holy and pure style ??? Bird group with Boids algorithm ??? Bird group can be clicked ??? Can be installed to SD Card ??? Fully customized setting options ??? Totally Free","500,000 - 1,000,000",0,2282,4.7
com.reactor.livewallpaper.fallingflower,"Romantic Sakura Live Wallpaper",Personalization,"Romantic sakura falling in the wind. Romance is the eternal theme of humanity. Romantic sakura live wallpaper is another outstanding work from A.O.I Studio. With sakura, piano and beautiful spring landscape,you will love it. IMPORTANT: Romantic Sakura Live Wallpaper can be installed to SD Card. If you want more phone storage space, please move it to SD Card. Key Features: ??? Romantic sakura flower flying with wind ??? Falling flowers can fall down around obstacles ??? Touchable interactive is supported ??? More customerize options ??? Can be installed to SD Card ??? Totally Free All of our softwares are free. Your appreciation is the best Donation. Please give us high rate to support our development.","500,000 - 1,000,000",0,2011,4.3
com.reader.areader,"Free Books- AReader",Lifestyle,"AReader, the best android reader AReader - Android Reader, the best book reader in android market. It is your ultimate choice to read book in Android. AReader offers you abundant free book resource, best reading experience and excellent books management. What's more, it supports most formats of books such as epub, pdf, txt, chm and so on. Highlight Points: +Free Abundant Book Resource AReader collects some 3rd party content providers like feedbooks, Gutenberg, ManyBooks and so on, which offer plenty of excellent books for you to download. Most important is that all these books are FREE! +Best Reading Experience Realistic flipping mode simulates a natural feeling as if you are turning the actual pages of your reading materials. Font Size/Face, Brightness Control, Day/Night Style and so on. Text to speech can read your book for you automatically. +Excellent books management Bookself mode and list view mode offer you ibooks like cool UI and operation experience It is convenient and efficient for you to find your target books, organize your books into different catgories and import your sd card books Important: It supports pdf format by pdf-plugin. AReader will redirect you to the plugin download page automatically. KW: Free Books, Books, Popular Books, ibooks, Adundant Books, Page Turning Animation, Paper Leaf Rolling Effect, Book Reader, eBook Reader, Aldiko, Aldiko Book Reader, E-ink, eBook, eBooks, Free Apps, FB Reader, iReader, Kindle Any problem, pls feel free to contact us. We cannot fix problem on the comments.","100,000 - 500,000",0,330,3.7
